error: Apr-07-2023 11:02:16: 	500 - undefined - ENOENT: no such file or directory, open './assets/cdw_ace23_buddies.json' - /buddy/deleteBuddy - POST - ::1
error: Apr-13-2023 11:50:22: 	invalid operation
error: Apr-13-2023 11:50:22: 	invalid operation
error: Apr-13-2023 11:50:22: 	invalid operation
error: Apr-13-2023 11:50:23: 	invalid operation
error: Apr-13-2023 11:50:23: 	invalid operation
error: Apr-13-2023 11:50:23: 	invalid operation
error: Apr-13-2023 11:50:23: 	invalid operation
error: Apr-13-2023 11:50:24: 	invalid operation
error: Apr-13-2023 11:50:24: 	invalid operation
error: Apr-13-2023 11:50:24: 	invalid operation
error: Apr-13-2023 11:50:24: 	invalid operation
error: Apr-13-2023 11:50:24: 	invalid operation
error: Apr-13-2023 11:50:24: 	invalid operation
error: Apr-13-2023 11:50:25: 	invalid operation
error: Apr-13-2023 11:50:25: 	invalid operation
error: Apr-13-2023 11:50:25: 	invalid operation
error: Apr-13-2023 11:50:25: 	invalid operation
error: Apr-13-2023 11:50:25: 	invalid operation
error: Apr-13-2023 11:50:25: 	invalid operation
error: Apr-13-2023 11:50:25: 	invalid operation
error: Apr-13-2023 11:50:26: 	invalid operation
error: Apr-13-2023 11:50:26: 	invalid operation
error: Apr-13-2023 11:50:26: 	invalid operation
error: Apr-13-2023 11:50:26: 	invalid operation
error: Apr-13-2023 11:50:26: 	invalid operation
error: Apr-13-2023 11:50:26: 	invalid operation
error: Apr-13-2023 11:50:27: 	invalid operation
error: Apr-13-2023 11:50:27: 	invalid operation
error: Apr-13-2023 11:50:27: 	invalid operation
error: Apr-13-2023 11:50:27: 	invalid operation
error: Apr-13-2023 11:50:27: 	invalid operation
error: Apr-13-2023 11:50:28: 	invalid operation
error: Apr-13-2023 11:50:28: 	invalid operation
error: Apr-13-2023 11:50:28: 	invalid operation
error: Apr-13-2023 11:50:28: 	invalid operation
error: Apr-13-2023 11:50:28: 	invalid operation
error: Apr-13-2023 11:50:28: 	invalid operation
error: Apr-13-2023 11:50:28: 	invalid operation
error: Apr-13-2023 11:50:29: 	invalid operation
error: Apr-13-2023 11:50:29: 	invalid operation
error: Apr-13-2023 11:50:29: 	invalid operation
error: Apr-13-2023 11:50:29: 	invalid operation
error: Apr-13-2023 11:50:30: 	invalid operation
error: Apr-13-2023 11:50:30: 	invalid operation
error: Apr-13-2023 11:50:30: 	invalid operation
error: Apr-13-2023 11:50:30: 	invalid operation
error: Apr-13-2023 11:50:30: 	invalid operation
error: Apr-13-2023 11:50:30: 	invalid operation
error: Apr-13-2023 11:50:31: 	invalid operation
error: Apr-13-2023 11:50:31: 	invalid operation
error: Apr-13-2023 11:50:31: 	invalid operation
error: Apr-13-2023 11:50:31: 	invalid operation
error: Apr-13-2023 11:50:31: 	invalid operation
error: Apr-13-2023 11:50:31: 	invalid operation
error: Apr-13-2023 11:50:32: 	invalid operation
error: Apr-13-2023 11:50:32: 	invalid operation
error: Apr-13-2023 11:50:32: 	invalid operation
error: Apr-13-2023 11:50:33: 	invalid operation
error: Apr-13-2023 11:50:33: 	invalid operation
error: Apr-13-2023 11:50:33: 	invalid operation
error: Apr-13-2023 11:50:33: 	invalid operation
error: Apr-13-2023 11:50:33: 	invalid operation
error: Apr-13-2023 11:50:33: 	invalid operation
error: Apr-13-2023 11:50:33: 	invalid operation
error: Apr-13-2023 11:50:33: 	invalid operation
error: Apr-13-2023 11:50:34: 	invalid operation
error: Apr-13-2023 11:50:34: 	invalid operation
error: Apr-13-2023 11:50:34: 	invalid operation
error: Apr-13-2023 11:50:34: 	invalid operation
error: Apr-13-2023 11:50:34: 	invalid operation
error: Apr-13-2023 11:50:34: 	invalid operation
error: Apr-13-2023 11:50:35: 	invalid operation
error: Apr-13-2023 11:50:35: 	invalid operation
error: Apr-13-2023 11:50:35: 	invalid operation
error: Apr-13-2023 11:50:35: 	invalid operation
error: Apr-13-2023 11:50:35: 	invalid operation
error: Apr-13-2023 11:50:36: 	invalid operation
error: Apr-13-2023 11:50:36: 	invalid operation
error: Apr-13-2023 11:50:36: 	invalid operation
error: Apr-13-2023 11:50:36: 	invalid operation
error: Apr-13-2023 11:50:36: 	invalid operation
error: Apr-13-2023 11:50:36: 	invalid operation
error: Apr-13-2023 11:50:37: 	invalid operation
error: Apr-13-2023 11:50:37: 	invalid operation
error: Apr-13-2023 11:50:37: 	invalid operation
error: Apr-13-2023 11:50:37: 	invalid operation
error: Apr-13-2023 11:50:37: 	invalid operation
error: Apr-13-2023 11:50:37: 	invalid operation
error: Apr-13-2023 11:50:38: 	invalid operation
error: Apr-13-2023 11:50:38: 	invalid operation
error: Apr-13-2023 11:50:38: 	invalid operation
error: Apr-13-2023 11:50:38: 	invalid operation
error: Apr-13-2023 11:50:38: 	invalid operation
error: Apr-13-2023 11:50:39: 	invalid operation
error: Apr-13-2023 11:50:39: 	invalid operation
error: Apr-13-2023 11:59:24: 	invalid operation
error: Apr-13-2023 11:59:27: 	invalid operation
error: Apr-13-2023 11:59:28: 	invalid operation
error: Apr-13-2023 11:59:30: 	invalid operation
error: Apr-13-2023 11:59:35: 	invalid operation
error: Apr-13-2023 11:59:41: 	invalid operation
error: Apr-13-2023 11:59:46: 	invalid operation
error: Apr-13-2023 11:59:52: 	invalid operation
error: Apr-13-2023 11:59:58: 	invalid operation
error: Apr-13-2023 12:00:03: 	invalid operation
error: Apr-13-2023 12:00:09: 	invalid operation
